label	text_a
师洋	师洋，1987年1月27日出生于甘肃省天水市，中国内地男歌手、主持人，毕业于北京演艺专修学院。
初音未来演唱会	《初音未来演唱会》是一款音乐制作游戏，参与到初音未来演唱会制作当中吧！作为初音未来的制片人，她将在您的手掌中又唱又跳！游戏支持平板电脑，可以在大屏幕上享受！。
香山公园	十一月初陪着家人去的香山公园，风景很美，虽然红叶只红了一小部分，但还是值得一去！去的时候刚好赶上香山红叶节，游客真的很多，建议出游的朋友出行赶早！山上植被种类很多好多国家级保护树木，爬山途中还遇到几只小松鼠，不怕生人，超级萌！空气也很好，个人觉得公园挺大的一天下来如果路程紧张些应该能游览完！非常值得一去的地方！。
华胥引	华胥引  ，河图演唱歌曲，唐七作词，原声带收录于《华胥引珍藏版》中。
南通博物苑	南通博物苑是中国人独立创办的第一座公共博物馆，是由中国早期现代化先驱，晚清状元，南通实业家张謇创办的。
圣尼古拉斯教堂	马拉.斯托拉纳广场的圣尼古拉斯教堂不同于  老城  广场的同名教堂。
向海岚	向海岚（Anne  Heung），1974年10月2日生于中国香港，香港女演员。
烟雨斜阳	《烟雨斜阳》是由江苏明日影视文化传播有限公司出品的电视剧，高翊浚执导，杨曼丽编剧，陈键锋、佟丽娅、杨雪、黄文豪等主演。
何静	制片人何静，有多部作品为观众所熟悉，包括《绿茵小子》、《中国造》、《军中红舞鞋》、《我是特种兵》、《麻辣女兵》、《神犬奇兵》等多部影视剧，在广大群众中拥有极高的人气。
盘秀山	盘秀山的门票非常便宜，只需要10元。
一起又看流星雨	《一起又看流星雨》是《一起来看流星雨》的续作。
滕王阁	到南昌不到滕王阁你算是白去了~这个景点强力推荐。
春熙路	春熙路不是一条路，是几条，呈十字交叉，各段的商业风格各有特色，既有亲民的小店，也有高大上的购物中心，最好的就是有免费的观光电车，带你在各段之间自由穿梭，不用你走得那么累，沿街保留了一些老式建筑，与新式商店相结合，别有一番风味，配文字介绍，简单了解当地的文化背景与审美风趣。
李静	李静，女，现为东北大学文法学院政治学系讲师。
栈桥	栈桥旁边有个海水浴场。
文雀	《文雀》是由杜琪峰执导，任达华、林熙蕾、林家栋等演员主演的剧情片。
过江龙索桥	电影《非诚勿扰》中，舒淇过索桥的镜头印象很深刻，由于电影热播，森林公园中的过江龙索桥变得特别火，每人20元过桥费不说，为了保证安全，每次是限定人数过桥的，所以要过桥需要排好长时间的队伍，密密麻麻都是人，过桥时因为晃荡，有点害怕，不过还是比较安全的，两边风景不错。
迭戈·弗兰	迭戈·弗兰，1979年5月19日生于蒙得维的亚，乌拉圭职业足球运动员。
秦殇	《秦殇》（Prince  of  Qin）是一款由目标软件公司开发的动作角色扮演游戏，该游戏已于2002年7月6日发行。
健美	健美，是一种对身体的雕刻，跟传统竞技运动完全不一样，起源于古希腊，最初只由男性参加，以男子的粗壮的脖子、发达的胸肌、粗壮的双腿为美。
马德里王宫	马德里王宫 仅次于凡尔赛（法）和 维也纳 皇宫 （奥），是欧洲第三 大皇宫 。
破碎虚空	《破碎虚空》是云南人民出版社2009年出版的图书，是作家黄易写的武侠小说作品。
沙面	冬天小雨中的 沙面 清新迷人，路边高大的榕树、 樟树 和低矮的灌木，在雨中显得生机勃勃，走走嗅嗅都是负离子，深深呼吸洗肺呀！满眼青葱里的各式建筑，干净整洁，显得格外有韵味。
三叠泉	三叠泉还是非常美的，虽然国庆假期人暴多，不过这次携程行程安排还是不错的，住山上酒店，然后从山上往下走，不是很累，而且也避开了大波人潮。
乌镇	"乌镇隶属陕西省榆林市佳县，镇中心位置位于东经110°37′34&amp;quot;，北纬37°94′02&amp;quot;，位于佳县西南部，北与刘山乡、峪口乡为邻，南同米脂县印斗镇接壤，西接金明寺镇，东与店镇毗连"。
天津	天津，她不仅有西方殖民时代的烙印，还饱含传统的中国文化。
颜色	《颜色》是1998年发行的歌曲，由李玟主唱，收录于专辑《《5颜6色 Di Da Di》》中。
中兴	中兴（978年－985年）是于阗国王尉迟达磨的年号，共计8年。
王杰	王杰，男，汉族，1963年9月生，安徽太和人，安徽师范大学企业管理专业毕业，经济师，重庆大学MBA，北京大学EMBA。
巫师	《巫师》全名为《巫师加强版》（The  Witcher:  Enhanced  Edition）是由CD  Projekt  RED开发的一款角色扮演类的游戏，于2008年发售。
李广墓	距南郭寺很近，汉将军李广，是历史的著名人物，这座李广墓是衣冠冢墓，距离墓地有高达6米的碑塔一座，墓地中央是一高约10米，周长25米左右的半球形坟堆。
魔术师	魔术师，日本小说家奈须蘑菇作品中的人物设定。
七连屿	  2、一定得注意天气情况，七连屿是无人居住岛，如果滞留岛上会很麻烦。
妖兽都市	《妖兽都市》是由徐克、麦大杰执导，黎明、张学友等人主演的一部剧情片。
洛克菲勒中心	酒店的位置不错，也没有想象中那么狭小，吃了一顿subway作为中饭，休息一会儿之后开始去逛时代广场，然后是洛克菲勒中心，洛克菲勒中心东边的圣巴 特里 爵主教座堂很壮观，适逢周末，过来教堂做礼拜的人非常多，齐声吟唱着赞诗，神圣庄严，让人从心底赶到温柔而有力量外部正在维修，内部也有很多脚手架。
特种部队	《特种部队》是一款策略游戏，游戏大小为3464302K。
格凸河	时间：4.4-4.6(清明节)内容：一千辆自驾车、3-4千人从重庆直发格凸河，跨越两个省，共历时3天。
自由	《自由》是保尔·艾吕雅在八十年代创作的一首诗。
神隐之狼	《神隐之狼》是一款由Konami开发的一款冒险游戏，游戏的发售时间为2009年8月20日。
龙泉寺	我是从龙泉寺游玩以后，顺便爬了西山森林公园，爬山的路都跟公路一样，几乎没有土坡和台阶（如图所示）。
暹罗之恋	暹罗之恋（泰文：รักแห่งสยาม  或  Rak  Hang  Siam，英语：The  Love  of  Siam，又译：《爱在暹罗》），由查基亚特·萨克维拉库执导的爱情片，维特维斯特·海伦亚沃恩库、马里奥·毛瑞尔、赖拉·邦雅淑等联袂主演。
申纪兰	申纪兰，女，汉族，1929年12月生，山西平顺西沟人。
刘岩	刘岩是北京六间房科技有限公司的创始人兼首席执行官。
都江堰	都江堰 变化极大，动车、高速、快速通道形成交通路网，有 离堆公园 ，近临虹口、 青城山 ，依山傍水，空气清新，灾后重建让城市变得更漂亮了。
中亚	中亚即亚洲中部地区，中亚国家包括六国，即土库曼斯坦、吉尔吉斯斯坦、乌兹别克斯坦、塔吉克斯坦、哈萨克斯坦和阿富汗斯坦。
夏至未至	是郭敬明小说《夏至未至》中的女孩子，家庭不富裕，但是感情很好，是草根女生，凭着自己的努力与好友七七一起考上了最好的高中——浅川高中，在那里有遇到了陆之昂，傅小司和遇见。
马达加斯加3	《马达加斯加3》由《马达加斯加》系列前两部的导演埃里克·达尼尔执导，本·斯蒂勒、克里斯·洛克和大卫·休默等联袂配音。
鼓浪屿	鼓浪屿上主要靠步行，比较耗费体力，个人认为日光岩比较值得去，其他景点惊艳度不高，如果这样的话直接单独购买日光岩门票更好些。
白星	《白星》是2006年新星出版社出版的图书，作者是詹姆斯·塞耶  林中云。
李立	李立，男，西南师范大学（现已合并改名为西南大学）本科学历。
斌子	斌子，于1973年4月7日出生，毕业于北京体育大学，中国内地男演员。
imba	imbalanced的简写，意思是不平衡的。
伊莎贝拉	关注到这个电影还是因为一本书---「迟到的间隔年」，书中阿东提到他在澳门进行间隔年第一站本来想去寻找「伊莎贝拉」的旅社，寻找无果回到住处，一抬头竟然身在其中，莫名的缘分。
碧根果	碧根果是美国山核桃的果实，又名“长寿果”。
一剪梅	《一剪梅》是由卢伦常执导的爱情电视剧，寇世勋、沈海蓉等主演。
乌镇	乌镇  ，通过黄磊得知这个美丽的江南小镇！从  桐乡  高铁坐车到乌镇汽车站50分钟的路程略有疲惫，可是来到乌镇后  小胡家客栈  老板的热情态度让我瞬间对这个地方有了爱！景色美的意料之外，第一次踏步江南水乡，临别时感觉一切都是那么值得！。
琅琊山	跟随景区讲解员，大家兴致勃勃地游览了享有“皖东第一名胜”之美誉的琅琊山景区：醉翁亭、二贤堂、古梅亭、宝宋斋、深秀湖、琅琊寺、雪鸿洞……所到之处，无不引人入胜。
西羊市	当地朋友推荐去的“西羊市”(回民街里面走)，吃东西不用挑选最大的店面，有些小店铺也很不错的。
张海	张海，1941年9月生于河南省偃师市。
但愿人长久	《但愿人长久》是1981年上映的中国剧情电影，由白德彰、徐迅行执导，宫喜斌、顾永菲等主演。
悬空寺	悬空寺的选址之险，建筑之奇，结构之巧，丰富的内涵，堪称世界一绝。
神秘博士	《神秘博士》是由BBC制作的英国科幻电视剧改编的游戏。
八大关	一共八条街道，所以叫八大关。
走私罪	走私罪的法律概念是指违反海关法和国家其他有关法律、法规，逃避海关监管，非法运输、携带、邮寄国家禁止进出境的物品、国家限制进出境或者依法应当缴纳关税和其他进口环节代征税的货物、物品进出境，数额较大、情节严重的行为。
芽衣	芽衣，掌机游戏系列《口袋妖怪》登场角色，《口袋妖怪黑2/白2》女主人公，没有默认名，选择男主人公时，在雷文市和对战地铁的多人列车中作为队友登场，从而可以知道她的名字。
德鲁伊	Dryad一词原自druids，即德鲁伊。
商朝	商朝（公元前1766年~公元前1122年），是中国历史上的第二个朝代，是中国第一个有直接的同时期的文字记载的王朝。
统计从业资格考试	统计从业资格考试是在国家统计局的领导下，由省级人民政府统计机构组织实施，由县（或市）级人民政府统计机构具体承办。
七种武器系列之----碧玉刀	古龙武侠小说《七种武器系列之----碧玉刀》中的女主角，江南朱二爷的独生女儿。
菖蒲	菖蒲是日本潜入游戏《天诛》中女主角，东忍流（あずましのびりゅう）忍者。
何鸿燊	何鸿燊，1921年11月25日生于香港，著名港澳企业家，有“澳门赌王”之称，是何东爵士弟何福的孙儿之一，何世光儿子，在家中排行第九。
的国家会议中心	婚博会去的国家会议中心，里面很大，上下两层，交通也很便利，地铁8号线奥林匹克公园下，出来走两三分钟就是，会议中心外面广场上可以看到鸟巢和水立方，附近有商场，也有部分餐饮，设施还算齐全，不过如果不是因为婚博会，平时应该很少会去吧。
向左走，向右走	《向左走，向右走》是根据几米同名绘本改编，由姚远执导，陆毅、贾静雯、许绍洋、乔振宇和李姝等联袂出演的现代言情偶像剧。
夜间飞行	被名字吸引过来的，因为很喜欢熊宝贝乐团那首《夜间飞行》；故事挺虐，校园暴力阴暗面让我联想到了《坏孩子的天空》；同性情感细腻的同时也有些桥段觉得不太妙，比如：在为【志雄去夺回记忆卡与同学老师斗殴的高潮】感动时，非常嫌弃【永俊看到眼镜男抡起椅子准备袭击志雄却没有上前阻止的行为】。
勿忘我	勿忘我（学名：Myosotis sylvatica），是紫草科勿忘草属的植物。
精装追女仔	《精装追女仔》（The  Romancing  Stars）是由王晶自编自导，周润发、张曼玉等人主演的一部爱情片。
第三类接触	《第三类接触》是由美国哥伦比亚影业公司出品的科幻剧情片，由史蒂芬·斯皮尔伯格执导，理查德·德莱福斯、弗朗索瓦·特吕弗、特瑞·加尔、梅林达·狄龙联合主演。
王蒙	王蒙，男，河北南皮人，祖籍河北沧州，1934年10月15日生于北京。
户部巷	因为我就住在户部巷旁边的地方，几乎从早上开始到晚上宵夜时间都很多人。
龙云	龙云（1904-1936），贵州锦屏人。
汉石桥湿地公园	汉石桥湿地公园，总的来说还是很不错的，空气不错，景色不错，还有游乐场之类的玩耍宝地，你还可以偶遇时而从水中跃起的“飞鱼”，不过应该是时机不成熟，所以对于那些花儿们，我们也只能是通过提示板来了解欣赏了，建议大家五月中下旬去玩，觉得应该会更美~。
中环	中环是个像  上海  陆家嘴一样的区域，每次去都住在兰桂坊旁边的中环迷你酒店，性价比高，而且出行也方便，干净整洁还有超速WIFI~~走走就能去皇后大道中吃些东西~~晚上还能去盛记大排档吃海鲜，都是步行就能到的，非常方便~~。
幸福大街	幸福大街，一款社交养成游戏，如果有一天你发现了一个生机勃勃的世界，那么很可能就是这里，这里叫做幸福街。
欲望	《欲望》是花儿乐队演唱的一首歌曲，收录在1999年1月18日发行的《幸福的旁边Ⅱ》当中。
武昌江滩	在武昌江滩，你还可以欣赏日落长江大桥，景色绝佳。
水景	花城广场北边有一条狭长的水景，可以沿着木板路边走边欣赏美景，慢跑散步很舒服。
长兴岛	长兴岛  的游客不是很多，是一个夏天游玩的好地方，海景非常漂亮，整个岛的海岸线非常长，可以说一个地方一个景色，修建的很有特色，适合驱车慢慢观赏，也可以选择在海边漫步、烧烤。
心斋桥	不过因为我们瞬间从传统的 京都 来到比较现代的 大阪 ，真的有点不适应，人又多，地方也感觉比较脏，尤其是心斋桥这样的繁华地段，更加嘈杂，但是逛着逛着还是很开心的。
湘湖旅游度假区	杭州 西湖 的姊妹湖—湘湖旅游度假区，环境很美，相比西湖，这里多了安静和幽美！ 湘湖 音乐喷泉值得一看，毕竟是华东第一大音乐喷泉！旁边的茗醉园茶楼可以感受一下，性价比还行…秘制牛排很好吃！。
青鸟	《青鸟》是伍思凯演唱的歌曲，收录在专辑《我最爱的朋友》。
西山	光光从携程网上公布出来的图片就可以看出，黄昏下的 西山 的景色肯定是最美的，确实很漂亮，如果来游玩的朋友们算好月份的话还可以采摘杨梅的，既能欣赏美景，又能吃到好吃的，这是人人都向往的美好日子啊，而且里面还有梅花，花全部开放的时候别提有多美了～。
中山陵	交通方便，地铁出去就到；台阶不高，很容易爬上去~去往中山陵的道路两旁，栽种了很多年的梧桐树，树荫笼罩的道路，凉风习习，漫步小道，煞是宜人~多条路径，沿途还会经过海底世界、美龄宫、音乐台、明孝陵等景点~登高后可以俯瞰整个 中山 风景区，跟紫金山相连，连绵的青山绿树，远远眺望，非常壮美~。
凉宫春日系列	《凉宫春日系列》是一部改编自原作小说的漫画。
官门山	官门山 距离木鱼镇并不远，所以自驾或包车前往都非常方便。
特战先锋	作为由盛大游戏国内代理运营、韩国Zepetto公司开发的一款以假想的现时代为背景的第一人称射击类游戏，《特战先锋》(英文名：Point  Blank)目前已经在全球八个国家及地区同步运营，并已在国外累计有数百万的忠实活跃用户。
汤姆·克鲁斯	汤姆·克鲁斯（Tom  Cruise），1962年7月3日出生于美国纽约州，美国电影演员、电影制片人。
张毅	张毅，男，首都医科大学宣武医院胸外科主任医师，擅长支气管肺动脉袖式切除、上腔静脉切除修补、胸壁大块切除、气管隆突切除等胸外科疑难手术及电视胸腔镜下肺癌切除、食管癌切除、扩大胸腺切除和纵隔肿瘤等微创手术。
岳飞传	岳飞传是轩辕春秋文化论坛制作单机游戏。
蓬莱阁	蓬莱阁  景区整体还可以  但是个别景点服务还欠缺  景区介绍还有待细化提高  管理水平一般  有些凌乱  不像个5A的景点  外地自驾车都规矩的停在停车场  私人出租  甚至残疾人车却穿梭其中大行其道  真不知道这是怎么进行管理的。
温雅化妆品集团国际有限公司	温雅化妆品集团国际有限公司成立于1993年，是一家港商全资的民族企业。
出生医学证明	《出生医学证明》由国家卫生与计划生育委员会统一印制，以省、自治区、直辖市为单位统一编号。
古北水镇	古北水镇值得去。
竹荪	竹荪（Dictyophora  indusiata  (Vent.ex  Pers)  Fisch）又名竹笙、竹参，常见并可供食用的有4种：长裙竹荪、短裙竹荪、棘托竹荪和红托竹荪，是寄生在枯竹根部的一种隐花菌类，形状略似网状干白蛇皮，它有深绿色的菌帽，雪白色的圆柱状的菌柄，粉红色的蛋形菌托，在菌柄顶端有一围细致洁白的网状裙从菌盖向下铺开，被人们称为“雪裙仙子”、“山珍之花”、“真菌之花”、“菌中皇后”。
autorun.inf	autorun.inf是我们电脑使用中比较常见的文件之一  ，其作用是允许在双击磁盘时自动运行指定的某个文件。
莲花山	莲花山，广东省广州市番禺区珠江三角洲珠江口狮子洋畔山脉，是狮子洋西岸的制高点；占地2.33平方公里，最高峰海拔108米，距广州市区30公里，距香港60海里，水陆交通十分方便，开发有广州莲花山风景区。
浮沉	《浮沉》是一部由SMG尚世影业和北京华美时空文化传播有限公司投资出品的都市职场情感电视剧。
上海共青森林公园	上海共青森林公园还算大能逛得地方还不少，风景很不错，空气清新，在上海那么喧闹的城市找个这样的地方也不容易。
九层妖塔	《九层妖塔》是由陆川执导的奇幻冒险片，赵又廷、姚晨、唐嫣、李晨、凤小岳、李光洁、王庆祥、冯瓅、吴军、王德顺等参加演出。
金陵十三钗	带老爷并并去看了末场的#金陵十三钗# 给我打8分绝对有 老谋子不搞三枪之类的烂本，他的视觉美学一直很肯定的。
奥巴马	美国总统奥巴马于2009年11月15日-18日正式访华。
极光	极光(aurora)来源于拉丁文伊欧斯一词。
东天目山	东天目山风光，云海，瀑布，真的非常的美，不过交通不便，最好是自驾游，否则搭乘公交车，很难到达山上，还得四处包车前往。
韩长赋	韩长赋，1954年10月生，历任团中央青工部部长、中央财经领导小组办公室副主任、农业部常务副部长、国务院研究室党组副书记兼常务副主任、农业部部长等职务。
张怡筠	张怡筠，女，心理学家。
猪哥亮	猪哥亮（1946年12月5日），本名谢新达，出生于高雄市左营区，是台湾早期秀场天王、台湾著名搞笑主持人，曾因负债两亿而退出娱乐圈，2009年复出。
张家界	今年5月去的湖南，去了不得不去的张家界。
海洋公园	海洋公园已经30多年了，但是一点也不显老，反而每年都有新鲜玩意。
首都博物馆	首都博物馆建筑很漂亮，里面装潢也很讲究。
霹雳布袋戏	霹雳布袋戏虚拟人物诗号：七情不昧四重恩，八筏常归十界魂。
普达措国家公园	普达措国家公园值得去游玩，有大巴车送到栈道，第一个栈道慢慢逛下来要2个小时，第二栈道时间更长。
西街	西街上的啤酒鱼超多，个人很喜好。
纽约尼克斯队	纽约尼克斯队，成立于1946年并加入美洲篮球协会（BAA，NBA的前身），是一支属于美国的纽约州纽约市为基地的NBA职业篮球队，是美国男篮职业联赛（NBA）东部联盟大西洋赛区的一部分。
萧萧	萧萧，指马鸣声；风声；草木摇落声等。
白色相簿	《白色相簿》（White Album）是根据Leaf会社制作的同名游戏改编的电视动画，于2009年1月3日播放前半篇，2009年10月2日播放后半篇，全26话。
大唐芙蓉园	一家三口出来旅游，  大唐芙蓉园  风景优美，赶上  西安  雾霾使得景区变得懵懵懂懂，景区内的小节日很丰富，也很精彩。
中山九元服装学校	中山九元服装学校创办于1997年，坐落于孙中山的故乡，全国著名的休闲服装名镇----沙溪，是专门研究服装、教授服装的专业学校，九元服装学校独创“企业模式实践教学”法。
春娇与志明	是不是能哭到多伤心，就能笑到多开怀？#麻雀看过的电影##春娇与志明#虽然说是续作。
吴承恩与西游记	《吴承恩与西游记》3D报纸共8个版，包括“立体‘西游’何以千呼万唤始出来”、“众星‘西游’给你‘好看’”、“齐鲁让3D进入寻常百姓家”、“探访：让历史‘3D’起来”等内容。
虐兔女	虐兔女是指在某视频网站上传了一段虐兔视频，其残忍的手法激起网友强烈愤怒。
冰毒	冰毒，新型毒品的一种，又名甲基安非他明、去氧麻黄碱，是一种无味或微有苦味的透明结晶体，纯品很像冰糖，形似冰，故俗称冰毒。
奥南海滩	在奥南海滩，有很多可以吃新鲜海鲜的大排挡。
猫鼠游戏	《猫鼠游戏》是由北京东方飞云国际影视公司投资制作的数字电影。
宋城	和家人第一次去  宋城  ，到了里边感觉一般，可能是下雨的原因。
黄海	黄海是太平洋西部的一个边缘海，[1]    位于中国大陆与朝鲜半岛之间。
复仇者联盟组成超级英雄团	跟小于子同学等到最后木有彩蛋...悻悻而归~回到家各种找一系列的彩蛋,据说2012要拍复仇者联盟组成超级英雄团,雷神是其中之一不能少啊~至于其他神马钢铁侠绿巨人,我恶补吧,因为不是美女所以也很少看英雄片之类的~。
亚特兰提斯	亚特兰提斯（希腊语：Ἀτλαντὶς  νῆσος，英语：Atlantis，意为“Island  of  Atlas”，“阿特拉斯的岛屿”），又译阿特兰蒂（提）斯，意译大西洋岛、大西国、大西洲，一传说中拥有高度文明发展的古老大陆、国家或城邦之名，最早的描述出现于古希腊哲学家柏拉图的著作《对话录》里，据称其在公元前一万年左右被史前大洪水所毁灭。
物业管理	《物业管理》是2009年东北财经大学出版社出版的一本图书。
陈静	陈静，女，汉族，1979年8月出生，科尔沁区人，在职研究生学历，1996年8月参加工作，1998年11月加入中国共产党。
维多利亚港	，维多利亚港的日落和日出是香港最美丽的。
蔡俊涛	蔡俊涛，1983年12月9日出生于福建永安，中国内地男艺人，毕业于四川音乐学院。
蝙蝠	《蝙蝠》是1959年上映的美国电影，由克莱恩·韦尔伯导演。
SHE	《SHE》为韩国团体东方神起2011年推出的第五张录音室专辑里的歌曲。
MA	MA是将不同成分的粉末在高能球磨机中进行较长时间的研磨，使其在固相状态下达到合金化的目的的一种技术。
巴黎，我爱你	巴黎是个很有爱的城市，可能因为这些故事都是发生在巴黎才会叫“巴黎，我爱你”吧，小故事都太快了有点没有时间好好感动一下，不过都很温暖，最喜欢两个男孩那一个，语言不通完全被气质感觉吸引了，那个帅哥自说自话的时候好可爱。
蒙古	蒙古一是指蒙古民族，二是指蒙古地区，三指历史上的蒙古汗国。
打狗英国领事馆	1  打狗英国领事馆在莲海路20号，从中山大学正门出来，穿过雄正北门走不久就到，还是很好找到的，然后门票66新台币，但是由于太出名，所以有团队参观，人显得有点多，建议去的时候错开团队，感觉会比较好。
滕王阁	话说当时跟闺蜜去的时候只要是完整背的出滕王阁序的就可以免门票，哈哈，我只能说，我们努力了，还是买了门票！价格不高，貌似是45来的，环境比较好，每一层都有不同的内容，值得一去。
水涛沟	直接把车开进最里面的景点-水涛沟景区，这应该算是绵山最美的景区。
刘威葳	刘威葳（原名刘薇薇），1976年5月6日出生于哈尔滨，毕业于北京电影学院，中国内地影视演员。
文殊院	不收取门票费用，一般高考的学生在考试前都会去文殊院的寺庙求个好成绩。
黄浦江	黄浦江的风景还是可以的，漫步在金融街和名牌店的感觉就像回到4、50年代，想象着那旧上海滩上演的历史篇章，那个名人在这里走过？朱家角是最喜欢的点，小资情调十足，美食遍街，是文艺青年生活地的不错选择。
瘦西湖	我们在五亭桥上晒太阳吹风听风铃的声音，聊最近的生活，两位女生生活的趣事，瘦西湖的美景。
李琦	李琦，女，硕士研究生学位，现为辽宁石油化工大学经济管理学院讲师。
丙烯颜料	丙烯颜料是用一种化学合成胶乳剂（含丙烯酸酯、甲基丙烯酸酯、丙烯酸、甲基丙烯酸，以及增稠剂、填充剂等）与颜色微粒混合而成的新型绘画颜料。
北极村	北极村地理意义大于风景，就是一个普通的东北农村。
文艺佳片	题材很好，每个人都能找到自己的影子，加上聪明地把故事设定在夏威夷，更是让人在饱览美丽风光之余让故事脱出一干苦情戏的套路，摇身一变成了又辛辣、又幽默的文艺佳片：对于故土和爱代代相传的坚持精神，正是后裔们从先人那里继承而来的最宝贵的遗产。
杨思琦	杨思琦，1978年8月7日出生于香港，籍贯广东梅州蕉岭，毕业于香港教育学院，中国香港女演员，歌手。
石梯坪	因陆地上的岩石向海伸入，形成大大小小的湾澳，其形如阶梯一般，排排长短不一，故称为「石梯坪」。
松赞林寺	来到香格里拉，就必须要去松赞林寺。
华清池	 听导游说华清池的温泉水有美容功能，阿敏发了疯似的，不断地狂洗脸，因为想要去掉脸上的痘痘，怎么喊都不肯移驾。
一级建造师	一级建造师，是建设工程行业的一种执业资格，是担任大型工程项目经理的前提条件。
西湖农庄	默孩纸推荐我来的，在十涧路这边，西湖农庄，当然要以农家乐为主题的饭店咯！店铺位置很好找，饭店的菜品种类也很多，菜色比较好看，味道也很香，口味独特，非常好吃！希望这边多一点农家小院类似的小饭店，让我们吃到天然的美食！。
佛罗伦萨	围绕  佛罗伦萨  中心城区自由闲逛，参观了梅第其家族当时的宫殿,  圣十字教堂  等，在充满历史的城镇中游走,看着古老的建筑和现代的商店,两者并不冲突反而相得益彰,充分展现着  意大利  独有的风味。
图腾古道	图腾古道  也是驴友的推荐，去过以后有些失望，一些简陋的景点再加上面无表情的“土著人”是图腾古道给我留下的主要印象。
曾厝垵	曾厝垵最具优势的就是临海而建，住在这里可以看海边的日出日落，朝之明媚，夕之灿烂。
青云书院	现在的青云书院已改为艺术馆，走进书院，门口屋顶、地面石板等颇具历史感。
大东海	其实 大东海 的海滩沙质特细，踩着特舒服，第一次来到这里有些失望不象电影上看到的那种洁白的沙滩，最后了解到， 白沙 是珊瑚和贝壳太多，好看但沙子不会太细，这里免费，周围酒店也很多，离着市区市场都很近。
哈仙岛	哈仙岛作为旅游区，说真的性价比很高，离大连2个小时的车程和1个小时的船程，景色那个美啊，空气新鲜程度简直是天然氧吧，看到大海，我什么烦心事都没了。
孔子	《孔子》正如主演所说，只有我敢演孔子。
村正	村正是网游《魔兽世界》中的装备，物品等级154。
爱拼才会赢	《爱拼才会赢》是由东南卫视和唯众传媒双方联合制作的大型季播创业真人秀节目，于2013年4月7日晚21:15首播，由原中央电视台节目主持人李咏跨界主持，每周日晚21:15在东南卫视播出，徐新、章苏阳、孔翔飞、薛蛮子、陈宏五位创投界知名人物担任创业导师。
绵山	绵山真心很漂亮啊，门票价钱也还可以。
黑马河乡	黑马河乡住宿和餐饮条件就一般了，国庆节价格还会翻倍，在这里住宿不用报太大期望。
东沙	据说东沙这边还没开发好。
凤求凰	《凤求凰》是2007年现代出版社出版的图书，作者是猗兰霓裳。
青春之歌	《青春之歌》是由沧县捷地乡大学生村官倡议经沧县县委组织部商议通过而主导发行的村官自己的一份刊物，为满足大家工作上的交流学习，生活情感上的相互慰藉和帮助。
慢性咳嗽	慢性咳嗽的定义目前认为咳嗽时间持续≥8周以上，X线胸片无明显肺疾病证据的咳嗽称为慢性咳嗽，咳嗽往往是患者惟一就诊症状。
梅艳芳菲	《梅艳芳菲》由是一部由赵宝刚执导，张巍编剧，陈炜、贺刚、黄浩然主演的电视剧。
陈漫	陈漫，中国时尚摄影师，毕业于中央美术学院。
皮尔斯·布鲁斯南	皮尔斯·布鲁斯南（Pierce  Brosnan），1953年5月16日出生于爱尔兰，美国影视演员。
雷神	雷神(lei  shen)：俗称雷公，是古代汉族神话中主管打雷的神。
秋海棠	《秋海棠》是由吴回执导的剧情片，白燕、李清、张活游等参加演出，1955年在中国香港上映。
哈德逊河	我们要去的自由岛就位于哈德逊河的上游， 纽约 湾很美，游览哈德逊河的最佳方式就是乘船观赏，两岸风景迷人，高高低低的建筑错落有致，有的恢宏，有的精致。
越秀公园	越秀公园真的好大，我去的时候是顺便提着行李回家的，哎，结果走得我超累的。
丽江	丽江市区很小，市内打的很少超过10块钱。
杨潞	杨潞（Lucy Yang），1973年2月21日出生于江苏省苏州市，中国内地影视、戏剧演员和节目主持人，毕业于北京电影学院。
海神庙	海神庙附近应是目前我们此行最好的自然景色，美不胜收，给人一种震撼的感觉，可以说，这里的海景没有哪一处可以匹敌。
大意失荆州	大意失荆州，即三国时期，名将关羽失去荆州三郡（南郡、武陵、零陵）的典故。
东安鱼排	东安鱼排作为霞浦摄影的基地之一，风景还是说的过去的，如果遇上天气潮水 不错的时候，照片拍出来真的很壮观，哪里的渔民靠鱼排为生，养殖贩卖，新鲜的不得了。
威客	威客的英文Witkey是由wit智慧、key钥匙两个单词组成，也是The key of wisdom 的缩写，是指那些通过互联网把自己的智慧、知识、能力、经验转换成实际收益的人，他们在互联网上通过解决科学，技术，工作，生活，学习中的问题从而让知识、智慧、经验、技能体现经济价值。
塔·拉夏	出自《暗黑破坏神》系列，塔·拉夏是其中最强大精神力的魔导师，是赫拉迪姆教派领导者之一。
青春	《青春》是黄莺莺专辑《赌徒》中的一曲，它属于流行音乐，符合新时代青年的口味。
三清洞	三清洞也是赏银杏的好去处。
龙宫	去的时候说是涨水，只游览了一进龙宫，感觉票价就有点不值了。
兽性诱惑	《兽性诱惑》是David  Lau执导的伦理片，林雅诗、吴文忻、黄一飞、颜仟汶等领衔主演。
胜利海滩	2．胜利海滩的日落应该很美，只能说应该，因为我们只看到了尾声，后来一直在下雨：（功略说绯红的晚霞铺满天空，直到月亮升至半空，远处的海港星星点点的灯光隐约闪烁，感觉是非常不错滴。
君山岛	去君山岛还可以在岳阳楼旁坐快艇、。
